date,close
2025-09-01,7736.07
2025-09-02,7801.58
2025-09-03,7885.86
2025-09-04,7867.35
2025-09-08,7766.85
2025-09-09,7628.60
2025-09-10,7699.01
2025-09-11,7747.90
2025-09-12,7854.06
2025-09-15,7937.12
2025-09-16,7957.70
2025-09-17,8025.18
2025-09-18,8008.43
2025-09-19,8051.12
2025-09-22,8040.04
2025-09-23,8125.20
2025-09-24,8126.56
2025-09-25,8040.67
2025-09-26,8099.33
2025-09-29,8123.25
2025-09-30,8061.06
2025-10-01,8043.82
2025-10-02,8071.08
2025-10-03,8118.30
2025-10-06,8139.89
2025-10-07,8169.28
2025-10-08,8166.03
2025-10-09,8250.94
2025-10-10,8257.86
2025-10-13,8227.20
2025-10-14,8066.52
2025-10-15,8051.17
2025-10-16,8124.76
2025-10-17,7915.66
2025-10-20,8088.98
2025-10-21,8238.08
2025-10-22,8152.55
2025-10-23,8274.35
2025-10-24,8271.72
2025-10-27,8117.15
2025-10-28,8092.63
2025-10-29,8166.22
2025-10-30,8184.06
2025-10-31,8163.88
2025-11-03,8275.08
2025-11-04,8241.91
2025-11-05,8318.53
2025-11-06,8337.06
2025-11-07,8394.59
2025-11-10,8391.24
2025-11-11,8366.51
2025-11-12,8388.57
2025-11-13,8372.00
2025-11-14,8370.44
2025-11-17,8416.88
2025-11-18,8361.93
2025-11-19,8406.58
2025-11-20,8419.92
2025-11-21,8414.35
2025-11-24,8570.25
2025-11-25,8521.88
2025-11-26,8602.13
2025-11-27,8545.87
2025-11-28,8508.71
2025-12-01,8548.79
2025-12-02,8617.04
2025-12-03,8611.79
2025-12-04,8640.20
2025-12-05,8632.76
2025-12-08,8710.70
2025-12-09,8657.18
2025-12-10,8700.92
2025-12-11,8620.48
2025-12-12,8660.50
2025-12-15,8649.66
2025-12-16,8686.47
2025-12-17,8677.34
2025-12-18,8618.20
2025-12-19,8609.55
2025-12-22,8645.84
2025-12-23,8584.78
2025-12-24,8537.91
2025-12-29,8644.26
2025-12-30,8646.94
2026-01-02,8748.13
2026-01-05,8859.19
2026-01-06,8933.61
2026-01-07,8944.81
2026-01-08,8925.47
2026-01-09,8936.75
2026-01-12,8884.72
2026-01-13,8948.30
2026-01-14,9032.58
2026-01-15,9075.41
2026-01-19,9133.87
2026-01-20,9134.70
2026-01-21,9010.33
2026-01-22,8992.18
2026-01-23,8951.01
2026-01-26,8975.33
2026-01-27,8980.23
2026-01-28,8320.56
2026-01-29,8232.20
2026-01-30,8329.61
2026-02-02,7922.73
2026-02-03,8122.60
2026-02-04,8146.72
2026-02-05,8103.88
2026-02-06,7935.26
2026-02-09,8031.87
2026-02-10,8131.74
2026-02-11,8290.97
2026-02-12,8265.35
2026-02-13,8212.27
2026-02-18,8310.23
2026-02-19,8274.08
2026-02-20,8271.77
2026-02-23,8396.08
2026-02-24,8280.83
2026-02-25,8322.23
2026-02-26,8235.26
2026-02-27,8235.49
2026-03-02,8016.83
2026-03-03,7939.77
2026-03-04,7577.06
2026-03-05,7710.54
2026-03-06,7585.69
2026-03-09,7337.37
2026-03-10,7440.91
2026-03-11,7389.40
2026-03-12,7362.12
2026-03-13,7137.21
2026-03-16,7022.29
2026-03-17,7106.84
2026-03-25,7302.12
2026-03-26,7164.09
2026-03-27,7097.06
2026-03-30,7091.67
2026-03-31,7048.22
2026-04-01,7184.44
2026-04-02,7026.78
2026-04-06,6989.43
2026-04-07,6971.03
2026-04-08,7279.21
2026-04-09,7307.59
2026-04-10,7458.50
2026-04-13,7500.19
2026-04-14,7675.95
2026-04-15,7623.59
2026-04-16,7621.38
2026-04-17,7634.00
2026-04-20,7594.11
2026-04-21,7559.38
2026-04-22,7541.61
2026-04-23,7378.61
2026-04-24,7129.49
2026-04-27,7106.52
2026-04-28,7072.39
2026-04-29,7101.23
2026-04-30,6956.80
2026-05-04,6971.95
2026-05-05,7057.11
2026-05-06,7092.47
2026-05-07,7174.32
2026-05-08,6969.40
2026-05-11,6905.62
2026-05-12,6858.90
2026-05-13,6723.32
2026-05-18,6599.24
2026-05-19,6370.68
2026-05-20,6318.50
2026-05-21,6094.94
2026-05-22,6162.04
2026-05-25,6206.35
2026-05-26,6130.19
2026-05-29,6127.38
2026-06-02,6195.43
2026-06-03,5941.07
2026-06-04,5839.79
2026-06-05,5594.77
2026-06-08,5342.14
2026-06-09,5746.65
2026-06-10,5902.38
2026-06-11,5886.03
2026-06-12,6007.66
2026-06-15,6254.97
2026-06-17,6220.74
2026-06-18,6172.34
2026-06-19,6177.14
2026-06-22,6116.69
2026-06-23,6101.33
2026-06-24,5883.88
2026-06-25,5999.04
2026-06-26,5896.13
2026-06-29,5820.79
2026-06-30,5643.19
2026-07-01,5695.12
2026-07-02,5744.56
2026-07-03,5875.78
2026-07-06,5916.07
2026-07-07,5986.50
2026-07-08,5873.37
2026-07-09,5912.44
2026-07-10,5924.36
2026-07-13,6037.84
2026-07-14,6039.52
2026-07-15,6041.97
2026-07-16,6108.21
2026-07-17,6175.54
2026-07-20,6231.78
2026-07-21,6340.02
2026-07-22,6334.48
2026-07-23,6315.31
2026-07-24,6196.43
2026-07-27,6185.78
2026-07-28,6130.59
2026-07-29,6091.39
2026-07-30,6186.36
2026-07-31,6236.13
2026-08-03,6234.50
2026-08-04,6319.61
2026-08-05,6351.14
2026-08-06,6343.71
2026-08-07,6409.65
2026-08-10,6365.37
2026-08-11,6267.88
2026-08-12,6373.85
2026-08-13,6301.77
2026-08-14,6401.89
2026-08-18,6449.83
2026-08-19,6394.12
2026-08-20,6501.58
2026-08-21,6525.69
2026-08-24,6501.67
2026-08-26,6405.69
2026-08-27,6521.75
2026-08-31,6525.48
