date,close
2026-07-04,63088.30
2026-07-05,63547.88
2026-07-06,63995.02
2026-07-07,63297.39
2026-07-08,62257.57
2026-07-09,63193.15
2026-07-10,64127.14
2026-07-11,63802.03
2026-07-12,63758.22
2026-07-13,62239.12
2026-07-14,64956.11
2026-07-15,64712.38
2026-07-16,63789.28
2026-07-17,63899.46
2026-07-18,64796.60
2026-07-19,64690.80
2026-07-20,65230.03
2026-07-21,66505.12
2026-07-22,66100.80
2026-07-23,65044.81
2026-07-24,64098.50
2026-07-25,64311.81
2026-07-26,65340.30
2026-07-27,63724.90
2026-07-28,63871.36
2026-07-29,63908.17
2026-07-30,64725.31
2026-07-31,62813.75
2026-08-01,62763.32
2026-08-02,63482.00
2026-08-03,63460.90
2026-08-04,64055.95
2026-08-05,64597.50
2026-08-06,64262.11
2026-08-07,64880.19
2026-08-08,64904.69
2026-08-09,64844.89
2026-08-10,63910.59
2026-08-11,63551.88
2026-08-12,63402.43
2026-08-13,63402.17
2026-08-14,62975.59
2026-08-15,63024.32
2026-08-16,62818.65
2026-08-17,64506.25
2026-08-18,64680.71
2026-08-19,69266.19
2026-08-20,73032.76
2026-08-21,78335.19
2026-08-22,77083.41
2026-08-23,77755.27
2026-08-24,78964.48
2026-08-25,78564.98
2026-08-26,79027.42
2026-08-27,80257.54
2026-08-28,77830.29
2026-08-29,78245.81
2026-08-30,77667.57
2026-08-31,78548.63
2026-09-01,77221.26
