date,close
2026-06-04,1615.00
2026-06-05,1480.00
2026-06-08,1385.00
2026-06-09,1660.00
2026-06-10,1760.00
2026-06-11,1650.00
2026-06-12,1700.00
2026-06-15,1770.00
2026-06-17,1685.00
2026-06-18,1780.00
2026-06-19,1700.00
2026-06-22,1590.00
2026-06-23,1675.00
2026-06-24,1515.00
2026-06-25,1580.00
2026-06-26,1465.00
2026-06-29,1405.00
2026-06-30,1285.00
2026-07-01,1380.00
2026-07-02,1500.00
2026-07-03,1485.00
2026-07-06,1505.00
2026-07-07,1580.00
2026-07-08,1500.00
2026-07-09,1600.00
2026-07-10,1620.00
2026-07-13,1750.00
2026-07-14,1690.00
2026-07-15,1690.00
2026-07-16,1695.00
2026-07-17,1695.00
2026-07-20,1800.00
2026-07-21,1860.00
2026-07-22,1830.00
2026-07-23,1790.00
2026-07-24,1745.00
2026-07-27,1725.00
2026-07-28,1745.00
2026-07-29,1785.00
2026-07-30,1790.00
2026-07-31,1845.00
2026-08-03,1820.00
2026-08-04,1855.00
2026-08-05,1870.00
2026-08-06,1875.00
2026-08-07,1930.00
2026-08-10,1860.00
2026-08-11,1820.00
2026-08-12,1950.00
2026-08-13,1865.00
2026-08-14,1870.00
2026-08-18,1845.00
2026-08-19,1855.00
2026-08-20,1880.00
2026-08-21,1890.00
2026-08-24,1860.00
2026-08-26,1750.00
2026-08-27,1840.00
2026-08-28,1830.00
2026-08-31,1785.00
