date,close
2026-06-04,2810.00
2026-06-05,2740.00
2026-06-08,2590.00
2026-06-09,2790.00
2026-06-10,2880.00
2026-06-11,2850.00
2026-06-12,2850.00
2026-06-15,2990.00
2026-06-17,3080.00
2026-06-18,2960.00
2026-06-19,2930.00
2026-06-22,2870.00
2026-06-23,2910.00
2026-06-24,2810.00
2026-06-25,2850.00
2026-06-26,2870.00
2026-06-29,2840.00
2026-06-30,2730.00
2026-07-01,2670.00
2026-07-02,2690.00
2026-07-03,2710.00
2026-07-06,2790.00
2026-07-07,2860.00
2026-07-08,2790.00
2026-07-09,2780.00
2026-07-10,2790.00
2026-07-13,2870.00
2026-07-14,2800.00
2026-07-15,2830.00
2026-07-16,2860.00
2026-07-17,2970.00
2026-07-20,3020.00
2026-07-21,3070.00
2026-07-22,3020.00
2026-07-23,2990.00
2026-07-24,2960.00
2026-07-27,2950.00
2026-07-28,2930.00
2026-07-29,2920.00
2026-07-30,2990.00
2026-07-31,3040.00
2026-08-03,3020.00
2026-08-04,3060.00
2026-08-05,3020.00
2026-08-06,3040.00
2026-08-07,3130.00
2026-08-10,3090.00
2026-08-11,3090.00
2026-08-12,3130.00
2026-08-13,3110.00
2026-08-14,3120.00
2026-08-18,3080.00
2026-08-19,3080.00
2026-08-20,3140.00
2026-08-21,3230.00
2026-08-24,3180.00
2026-08-26,3130.00
2026-08-27,3150.00
2026-08-28,3190.00
2026-08-31,3250.00
